publisherID,contactID,contactname,title,uniqueKey,statType,description,metaDescription,applicationName,media,taskUrl,status,authenticated,displayVersion,imageSetId,largeIcon,categoryId,Categories,markets,Interests,roleId,Roles,releaseNotes
1361,1086,Fraternity & Sorority Life,Delta Sigma Phi Fraternity,deltasigmaphi,USER,"Delta Sigma Phi strives to ever convince the world of the sincerity of our purpose through a mission of Building Better Men. Their brotherhood inspires each member to be better versions of themselves and positively impact the world through their actions and influence—they challenge their men to be atypical, to break the mold, to be a beacon of strength for humanity. Delta Sigs everywhere are exhibiting the Courage to Dare, the Poise to Act and a Commitment to Excel.",Delta Sigma Phi is a national Fraternity that exists for the simple purpose of helping to build better men and better lives. ,,,https://umddeltasigmaphi.com,Active,None,1.0.0,3538,null,"Community,  1396",Socializing,1095,Community,1047,Student,1.0.0
1361,1080,University Recreation & Wellness,Intramural Sports,intramuralsports,USER,"The Intramural Sports program offers a unique opportunity for all members of the University of Maryland community to participate together in sports leagues and tournaments. You don't have to be an athlete to play; these recreational activities are for everyone. Participants can choose to play at either the competitive ""A"" or recreational ""B"" level for most sports.  The Intramural Sports program offers three ways to participate: team sports, individual/dual sport tournaments, and Gym Class Heroes. ","If you're interested in competitive athletics with your fellow Terps, join an Intramural sports team today!",,,http://recwell.umd.edu/Intramural-Sports,Active,None,1.0.0,3538,null,"1390, 1396","Networking, Socializing",1095,Community ,1047,Student,1.0.0
1361,,,"The American Indian Student Union at the University of Maryland, College Park",americanindianstudentunion,USER,"The American Indian Student Union at the University of Maryland, College Park promotes student development and campus participation for indigenous and American Indian/Native American students as well as anyone who would like to better understand the historical and modern conditions of Native American Indian/Indigenous people and to experience and celebrate the native cultures of the Americas. ","Join the American Indian Student Union at the University of Maryland, College Park if you're interested in Native American culture.",,,https://t.co/VezwwApo9A,Active,None,1.0.0,3538,null,"1386, 1387, 1390, 1395, 1396","Giving, Learning, Networking, Seeking, Socializing",1095,Community ,1047,Student,1.0.0
1361,,,Pulsefeedz,pulsefeedz,USER,The heartbeat of campus news! Pulsefeedz covers what's trending at #UMD as well as other college campuses nationwide.,Follow Pulsefeedz if you're interested in all things UMD.,,,pulsefeedz.com,Active,None,1.0.0,3538,null," 1387, 1389, 1390, 1392, 1393, 1394, 1396"," Learning, Making, Networking, Publishing, Reporting, Researching, Socializing",1095,Community ,1047,Student,1.0.0
1361,,,The Black Explosion Newspaper,blackexplosion,USER,"The Black Explosion has been in circulation since 1968, offering information and pertinent updates about campus affairs and student life, especially pertaining to the black community. Today, the newspaper strives to serve as a staple of black culture in the University of Maryland black community and connects news and culture. The newspaper strives to put out fresh and challenging information primarily but not exclusively for the black community. They seek to be a “Black Voice” for the campus. They also continuously aim to bring attention to issues that affect the black campus community. Additionally, the newspaper strives endlessly for consistency and quality whether it be meeting our deadlines, or producing quality photography and writing. Their primary dedication is to their work and the community that they serve.",Read the Black Explosion if you're interested in the African American community at UMD!,,,https://blackexplosionnewspaper.wordpress.com/2016/09/26/acts-of-racism-against-african-american-students-at-american-university-spark-outrage-across-campus/,Active,None,1.0.0,3538,null,"1387, 1389, 1390, 1392, 1393, 1394, 1396","Learning, Making, Networking, Publishing, Reporting, Researching, Socializing",1095,Community ,1047,Student,1.0.0
1361,1086,Fraternity & Sorority Life,Iota Nu Delta Fraternity,iotanudelta,USER,"Each man of Iota Nu Delta has his own background, interests, and life-story. What they all share is an ambition to accomplish greater things in life. They strive to be well-rounded men of character who will make a meaningful impact, both in college and beyond. First and foremost, brothers acknowledge their personal responsibilities to Faith, Family, School, and Career. The more you learn about Iota Nu Delta, the more you will realize it is not a “typical” fraternity.","If you are interested in brotherhood, check out Iota Nu Delta today!",,,http://iotanudelta.org,Active,None,1.0.0,3538,null,"Community,  1396",Socializing,1095,Community ,1047,Student,1.0.0
1361,,,WMUC 88.1 FM,wmuc,USER,WMUC 88.1 FM is a student-run radio station of the University of Maryland. They offer WMUC-FM and WMUC-Digital programming throughout the entirety of the year. College radio=Good radio!,Support a student-run radio station,,,wmuc.umd.edu,Active,None,1.0.0,3538,null," Community, 1390",Networking,1095,Community ,1047,Student,1.0.0
1361,1086,Fraternity & Sorority Life,Phi Beta Sigma Fratnernity,phibetasigma,USER,"Wrecking havoc on the home of the Terrapins since the 70s, Phi Beta Sigma is a fraternal organization focused on the ideals of Brotherhood, Scholarship and Service. They have events all year that center around our mission. ","If you're interested in historically black brotherhood, come to a Phi Beta Sigma  event and inquire further!",,,http://thebodychapter-epsi.weebly.com/glorious-e-psi.html,Active,None,1.0.0,3538,null,"Community,  1396",Socializing,1095,Community ,1047,Student,1.0.0
1361,1086,Fraternity & Sorority Life,Delta Sigma Theta Sorority,deltasigmatheta,USER,"Delta Sigma Theta Sorority, Incorporated is an organization of college educated women committed to constructive development of its members and to public service with a primary focus on the Black community. Delta Sigma Theta Sorority, Incorporated. is a private, not-for-profit organization whose purpose is to provide assistance and support through established programs in local communities throughout the world. Since its founding more than 200,000 women have joined the organization. The organization is a sisterhood of predominantly Black, college educated women. The sorority currently has 1,000 collegiate and alumnae chapters located in the United States, England, Japan (Tokyo and Okinawa), Germany, the Virgin Islands, Bermuda, the Bahamas, Jamaica and the Republic of Korea. The major programs of the sorority are based upon the organization's Five Point Programmatic Thrust. More than ten thousand members typically attend Delta Sigma Theta Sorority, Incorporated's biennial national conventions, and each of the seven regional conferences (held during years when there is no national convention) typically hosts thousands of members. ","The Oh So Fly Kappa Phi Chapter of Delta Sigma Theta Sorority, Incorporated was chartered at the University of Maryland, College Park on January 26, 1974.",,,https://twitter.com/UMD_DST,Active,None,1.0.0,3538,null,"Community,  1396",Socializing,1095,Community ,1047,Student,1.0.0
1361,,,The University of Maryland Department of Biology,umdbiology,USER," The Department of Biology at the University of Maryland, College Park is committed to solving the challenges confronting modern biology by the integrated study of biomolecules, cells, organisms, and populations, within the context of how these entities interact with the natural environment. Laboratories throughout the department thrive by working across these traditional levels of biological investigation. Research Approach With strong links to neighboring federal institutions, our research takes an interdisciplinary approach, and often uses quantitative and computational approaches. ","The Department of Biology at the University of Maryland, College Park is committed to solving the challenges confronting modern biology.",,,http://biology.umd.edu,Active,None,1.0.0,3538,null,"1383,  1386, 1387, 1389, 1390, 1394, 1395, 1396, 1397, 1398, 1399, 1400","Applying,  Giving, Learning, Making, Networking, Researching, Seeking, Socializing, Studying, Teaching, Visiting, Working",1094,Academics,"1047, 1045, 1081, 1046, 1082","Student, Faculty, Parents, Staff, Visitors",1.0.0
1361,,,The University of Marryland College of Education Graduate Student Organization,umdeducationgraduateorganization,USER,The UMD COE GSOs engages graduate students in involvement in social/ professional/educational activities at the College and University level.,The UMD COE GSOs engages graduate students in involvement in social/ professional/educational activities,,,http://education.umd.edu/GraduatePrograms/GSA/index.html,Active,None,1.0.0,3538,null,"1383,  1386, 1387, 1389, 1390, 1394, 1395, 1396, 1397, 1398, 1399, 1400","Applying,  Giving, Learning, Making, Networking, Researching, Seeking, Socializing, Studying, Teaching, Visiting, Working",1094,Academics,"1047, 1045, 1081, 1046, 1082","Student, Faculty, Parents, Staff, Visitors",1.0.0
1361,,,Robert H. Smith School of Business Doctoral Program,businessschooldoctorate,USER,"The PhD program at the Robert H. Smith School of Business is a collaborative, research-oriented community of scholars with the breadth of business knowledge to help launch your career as an academic leader. Students in the full-time program benefit from a diverse, world-class experience, and continue to collaborate with faculty on relevant groundbreaking research long after graduation.","The PhD program at the Robert H. Smith School of Business is a collaborative, research-oriented community of scholars!",,,http://www.rhsmith.umd.edu/files/Documents/Programs/PhD/2014_phd_brochure.pdf,Active,None,1.0.0,3538,null,"1383,  1386, 1387, 1389, 1390, 1394, 1395, 1396, 1397, 1398, 1399, 1400","Applying,  Giving, Learning, Making, Networking, Researching, Seeking, Socializing, Studying, Teaching, Visiting, Working",1094,Academics,"1047, 1045, 1081, 1046, 1082","Student, Faculty, Parents, Staff, Visitors",1.0.0
1361,,,The University of Maryland Observatory,umdobservatory,USER,The primary focus of the Observatory is education and public outreach. They hold public Open Houses on the 5th and 20th of every month. Nov-Apr: 8pm. May-Oct: 9pm.,The primary focus of the Observatory is education and public outreach.,,,http://astro.umd.edu/openhouse/,Active,None,1.0.0,3538,null," 1387, 1390, 1396"," Learning, Networking, Socializing",1095,Community ,"1047, 1045, 1081, 1046, 1082","Student, Faculty, Parents, Staff, Visitors",1.0.0
1361,,,The Society of Hispanic Professional Engineers,shpe,USER,"SHPE granted a chapter to UMCP in May 1988 to a group of 27 Hispanic students. Since then, SHPE-UMD chapter has been an organization of diverse students in engineering and science at the University of Maryland. SHPE strives to support the professional growth, the development of social responsibility, the assurance of educational opportunities for students as well as long-term achievements of Hispanic self-determination and self-actualization. SHPE-UMD's goal is to assist students in all engineering and science fields with their academic and professional development.",SHPE-UMD's goal is to assist students in all engineering and science fields with their academic and professional development.,,,shpe.umd.edu,Active,None,1.0.0,3538,null,"1383,  1386, 1387, 1389, 1390, 1394, 1395, 1396, 1397, 1398, 1399, 1400","Applying,  Giving, Learning, Making, Networking, Researching, Seeking, Socializing, Studying, Teaching, Visiting, Working",1095,Community ,1047,Student,1.0.0
1361,1080,University Recreation & Wellness,University of Maryland CHAARG,chaarg,USER,"Join CHAARG + you’re instantly part of an empowering group of women igniting fitness and positivity into all of their members. You will have access to incredible workout classes + more importantly -- you will be immersed in a positive + encouraging community, filled with women just as passionate about health + fitness as you! ",Join CHAARG + you’re instantly part of an empowering group of women igniting fitness and positivity into all of their members.,,,http://shop.chaarg.com/collections/chaarg-memberships/products/umd-chaarg,Active,None,1.0.0,3538,null," 1387, 1390, 1396"," Learning, Networking, Socializing",1095,Community ,1047,Student,1.0.0
1361,,,University of Maryland Student Government Association Sustainability Committee,umdsgasustainability,USER,The UMD Student Government Association committee is dedicated to making our campus as sustainable and environmentally responsible as possible. ,"The Student Sustainability Committee (SSC) is a committee of the University of Maryland's undergraduate Student Government Association (SGA). SSC advises the SGA and University administration to ensure that environmental sustainability remains a campus-wide focus. SSC works on environmental issues on campus, in the community and even in the state. Historically, we've worked on initiatives related to transportation, water and energy use, food and resources consumption, development and landscape planning, environmental education, and beyond. We're always open to new initiatives, so if you've got an idea, we want to hear it! Though, SSC is not all about work. We believe that the best way to create change is to have fun in the process. So beyond all the various intiatives we work on, we get together for group hikes, camping trips, picnics, bike rides, and more. Being a part of SSC, is not just being a part of a campus committee, its being a part of a community. ",,,umdsgassc.wix.com/umdssc,Active,None,1.0.0,3538,null," 1386, 1387, 1390, 1394, 1395, 1396"," Giving, Learning, Networking, Researching, Seeking, Socializing",1095,Community ,1047,Student,1.0.0
1361,,,The University of Maryland Council on the Environment,umdcouncilontheenvironment,USER,"The University of Maryland Council on the Environment serves as an advisory group to the University of Maryland on research, education, outreach, and economic development as they relate to the environment, both globally and regionally. A major charge to the Council is to coordinate and oversee strategic efforts to place the University of Maryland at the forefront of environmental and earth system science. This includes identifying the unique core competencies and strengths that distinguish the University efforts in the environment from other entities; developing new partnerships with federal and state agencies and laboratories, corporations, and universities; creating new transdisciplinary funding opportunities involving multiple campus units; identifying philanthropic sources of funding for environmental initiatives; and promoting opportunities for economic development. The Council will work closely with internal and external constituencies, including deans, department chairs, and center directors in the natural sciences, engineering, public policy, national security, computational science, social sciences, communications, and health sciences, state and federal agencies, and companies and foundations.  The Council reports to the Senior Vice President and Provost and the Vice President and Chief Research Officer.","The Council on the Environment advises UMD on research, education, outreach, and economic development as related to the global and regional environment.",,,cone.umd.edu,Active,None,1.0.0,3538,null," 1387, 1390, 1393, 1395, 1400"," Learning, Networking, Reporting, Seeking, Working",1095,Community ,"1047, 1045, 1046","Student, Faculty, Staff",1.0.0
1361,1079,Adele H. Stamp Union,Terp Vets,terpvets,USER,Terp Vets is a student run organization established to provide its members the opportunity to recognize and support the community of veterans on and off campus through a variety of volunteer and social events while building a network that enhances personal and career growth.,"If you're looking for an organization to support veterans, check out Terp Vets!",,,http://thestamp.umd.edu/veteran_student_life/terp_vets,Active,None,1.0.0,3538,null," 1386, 1387, 1390, 1395, 1396"," Giving, Learning, Networking, Seeking, Socializing",1095,Community ,"1047, 1045, 1081, 1046, 1082","Student, Faculty, Parents, Staff, Visitors",1.0.0
1361,,,Maintaining a Natural Essence,mane,USER,M.A.N.E. is an organization dedicated to enhancing UMD students’ natural lifestyle by creating a loving environment and support system through which they can embrace their natural selves.,M.A.N.E. is an organization that promotes the beauty and strength behind women.,,,https://www.facebook.com/groups/334738363300188/,Active,None,1.0.0,3538,null," 1387, 1390, 1396"," Learning, Networking, Socializing",1095,Community,1047,Student,1.0.0
1361,,,Undergraduate Communication Association,undergraduatecommunicationassociation,USER,"The Undergraduate Communication Association is a student-run organization at the University of Maryland, College Park. Go through their website to learn about their executive board members, see upcoming events and add your name to the growing list of UCA members. UCA is an excellent opportunity to get involved on campus and can offer incredible experiences for anyone interested in communication! ","The Undergraduate Communication Association is a student-run organization at the University of Maryland, College Park. ",,,http://ucamaryland.weebly.com,Active,None,1.0.0,3538,null," 1387, 1390, 1396"," Learning, Networking, Socializing",1102,Resources,1047,Student,1.0.0
1361,,,Michelle Smith Performing Arts Library,cspaclibrary,USER,"Located at the University of Maryland, the Michelle Smith Performing Arts Library is the Mid-Atlantic's largest library dedicated to music, theatre and dance.","Located at the University of Maryland, the Michelle Smith Performing Arts Library is the Mid-Atlantic's largest library dedicated to music, theatre and dance.",,,lib.umd.edu/mspal,Active,None,1.0.0,3538,null,"1387, 1393, 1394, 1395, 1397","Learning, Reporting, Researching, Seeking, Studying",1102,Resources,"1047, 1045, 1046","Student, Faculty, Staff",1.0.0
1361,1086,Fraternity & Sorority Life,"Hermandad de Sigma Iota Alpha, Inc. Charismatic Chi Cuties Chapter",sigmaiotaalpha,USER,"Hermandad de Sigma Iota Alpha, Inc. is a Latina-based sorority devoted to serving our community while fostering a sense of pride and respect in our heritage. The sorority was founded on September 29, 1990, by thirteen inspiring young women from four different schools in the state of New York: SUNY Albany, SUNY Stony Brook, SUNY New Paltz, and Rensselaer Polytechnic Institute. Our founding mothers are: Dora Maria Abreu, Elizabeth Coats, Tina Colberg, Eulogia Diaz, Angelica Hernandez, Teresa Herrero, Norma Porras, Miriam Ramirez, Saida Rodriguez, Grecia Sanchez, Maria Trujillo, Clara Vasquez and Dulce Williams. This diverse group of women came together with the goal of creating an organization that would help their communities, unite women and promote scholarship.","Hermandad de Sigma Iota Alpha, Inc. is a Latina-based sorority devoted to serving our community while fostering a sense of pride and respect in our heritage. ",,,siachi1997.wix.com,Active,None,1.0.0,3538,null," 1390, 1396"," Networking, Socializing",1095,Community ,1047,Student,1.0.0
1361,1086,Fraternity & Sorority Life,University of Maryland Kappa Alpha Theta Sorority,kappaalphatetha,USER,"Kappa Alpha Theta was established in 1870 as the first Greek-letter Fraternity for women. Thetas strive to exemplify our core values of scholarship, leadership, service, personal excellence and friendship/sisterhood. Theta women lead the way in the classroom, in campus organizations, and in our local community. Please take a moment to view our chapter-specific events and accomplishments.",Take a moment to view the Kappa Alpha Theta Sorority chapter-specific events and accomplishments.,,,umdtheta.tumblr.com ,Active,None,1.0.0,3538,null,"Community,  1396",Socializing,1095,Community ,1047,Student,1.0.0
1361,,,Latino Student Union,latinostudentunion,USER,"Come join the Latino Student Union and learn about Latino culture, creating a voice, and making a home on campus!","Come join the Latino Student Union and learn about Latino culture, creating a voice, and making a home on campus!",,,https://twitter.com/LatinoTerp,Active,None,1.0.0,3538,null," 1387, 1390, 1395, 1396 "," Learning, Networking, Seeking, Socializing ",1095,Community,"1047, 1045, 1046","Student, Faculty, Staff",1.0.0
1361,,,Integrated Life Sciences Honors Program,ilshonorsprogram,USER,"The Integrated Life Sciences (ILS) Program at the University of Maryland seeks to engage and inspire honors students interested in all aspects of biological research and biomedicine and prepare students for future successes in the most challenging programs in graduate, medical, dental, or other professional schools. Several recent national initiatives, e.g., BIO 2010, Scientific Foundations for Future Physicians, and Vision and Change, have called for the transformation of undergraduate education in the life sciences. The College of Computer, Mathematical, and Natural Sciences has partnered with the Honors College to create the ILS program, which offers nationally recognized innovations in the multidisciplinary training of life science and pre-medical students. Admission to ILS is contingent upon 1.) university acceptance into the Honors College and 2.) outstanding performance in college-level biology courses, which can be demonstrated by a high score on Advanced Placement or International Baccalaureate Biology exams, or as high grades in introductory courses taken at the University of Maryland or other colleges.","Come join ILS, where science integrates with life!",,,ils.umd.edu,Active,None,1.0.0,3538,null,"1383,  1386, 1387, 1389, 1390, 1394, 1395, 1396, 1397, 1398, 1399, 1400, 1392","Applying,  Giving, Learning, Making, Networking, Researching, Seeking, Socializing, Studying, Teaching, Visiting, Working, Publishing",1094,Academics,1047,Student,1.0.0
